# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
73,16,328,963,48,0,0,33,0
74,16,328,963,48,0,0,0,0
75,16,328,963,48,0,0,0,0
76,16,328,985,48,0,0,22,0
77,17,348,1004,50,1,20,19,2
78,18,368,1055,52,1,20,52,2
79,19,388,1074,52,1,20,19,0
80,19,388,1074,52,0,0,0,0
81,20,408,1092,52,1,20,19,0
82,20,408,1092,52,0,0,0,0
83,20,408,1092,52,0,0,0,0
84,20,408,1103,52,0,0,11,0
85,20,408,1103,52,0,0,0,0
86,20,408,1103,52,0,0,0,0
87,20,408,1103,52,0,0,0,0
88,20,408,1103,52,0,0,0,0
89,20,408,1103,52,0,0,0,0
90,20,408,1103,52,0,0,0,0
91,20,408,1103,52,0,0,0,0
92,20,408,1103,52,0,0,0,0
93,20,408,1103,52,0,0,0,0
94,20,408,1103,52,0,0,0,0
95,20,408,1103,52,0,0,0,0
96,21,428,1122,54,1,20,19,2
97,21,428,1144,54,0,0,22,0
98,22,448,1161,54,1,20,17,0
99,22,448,1161,56,0,0,0,2
100,22,448,1161,56,0,0,0,0
101,22,448,1161,56,0,0,0,0
102,22,448,1161,56,0,0,0,0
103,22,448,1183,56,0,0,22,0
104,22,448,1205,56,0,0,22,0
105,23,468,1224,56,1,20,19,0
106,23,468,1224,58,0,0,0,2
107,23,468,1246,58,0,0,22,0
108,23,468,1268,58,0,0,22,0
109,24,488,1286,60,1,20,19,2
110,24,488,1297,60,0,0,11,0
111,24,488,1319,60,0,0,22,0
112,24,488,1319,60,0,0,0,0
113,24,488,1341,60,0,0,22,0
114,25,508,1349,62,1,20,8,2
115,25,508,1349,62,0,0,0,0
116,25,508,1349,64,0,0,0,2
117,25,508,1371,64,0,0,22,0
118,25,508,1371,64,0,0,0,0
119,25,508,1393,64,0,0,22,0
120,25,508,1415,64,0,0,22,0
121,25,508,1415,64,0,0,0,0
122,25,508,1415,64,0,0,0,0
123,25,508,1426,64,0,0,11,0
124,25,508,1459,64,0,0,33,0
125,25,508,1459,64,0,0,0,0
126,25,508,1470,64,0,0,11,0
127,27,548,1499,68,2,40,29,4
128,27,548,1499,68,0,0,0,0
129,27,548,1499,68,0,0,0,0
130,27,548,1499,68,0,0,0,0
131,27,548,1521,68,0,0,22,0
132,27,548,1543,68,0,0,22,0
133,28,568,1561,70,1,20,19,2
134,28,568,1583,70,0,0,22,0
135,28,568,1616,70,0,0,33,0
136,28,568,1627,70,0,0,11,0
137,29,588,1646,70,1,20,19,0
138,29,588,1646,72,0,0,0,2
139,29,588,1646,74,0,0,0,2
140,29,588,1657,74,0,0,11,0
141,29,588,1701,74,0,0,44,0
142,29,588,1701,74,0,0,0,0
143,29,588,1701,74,0,0,0,0
144,29,588,1701,74,0,0,0,0
145,29,588,1723,74,0,0,22,0
146,29,588,1723,74,0,0,0,0
147,29,588,1723,74,0,0,0,0
148,29,588,1723,74,0,0,0,0
149,29,588,1723,74,0,0,0,0
150,29,588,1723,74,0,0,0,0
151,29,588,1723,74,0,0,0,0
152,29,588,1723,74,0,0,0,0
153,29,588,1723,74,0,0,0,0
154,29,588,1723,74,0,0,0,0
155,29,588,1723,74,0,0,0,0
156,29,588,1723,74,0,0,0,0
157,29,588,1723,74,0,0,0,0
158,29,588,1723,74,0,0,0,0
159,29,588,1723,74,0,0,0,0
160,29,588,1723,74,0,0,0,0
161,29,588,1723,74,0,0,0,0
162,29,588,1756,74,0,0,33,0
163,29,588,1756,74,0,0,0,0
164,29,588,1756,74,0,0,0,0
165,29,588,1756,74,0,0,0,0
166,29,588,1756,74,0,0,0,0
167,29,588,1789,74,0,0,33,0
168,30,608,1840,74,1,20,52,0
169,30,608,1862,74,0,0,22,0
170,31,628,1881,74,1,20,19,0
171,31,628,1881,74,0,0,0,0
172,31,628,1881,74,0,0,0,0
173,32,648,1901,74,1,20,20,0
174,32,648,1956,74,0,0,55,0
175,32,648,1989,74,0,0,33,0
176,32,648,1989,74,0,0,0,0
177,33,668,2042,74,1,20,53,0
178,33,668,2042,74,0,0,0,0
179,34,688,2051,74,1,20,9,0
180,35,708,2104,74,1,20,53,0
181,35,708,2137,74,0,0,33,0
182,35,708,2170,74,0,0,33,0
183,35,708,2170,74,0,0,0,0
184,35,708,2170,76,0,0,0,2
185,35,708,2170,76,0,0,0,0
186,36,728,2179,76,1,20,9,0
187,36,728,2179,76,0,0,0,0
188,37,748,2221,76,1,20,42,0
189,37,748,2232,76,0,0,11,0
190,37,748,2276,76,0,0,44,0
191,37,748,2320,76,0,0,44,0
192,38,768,2362,76,1,20,42,0
193,39,792,2405,76,1,24,44,0
194,39,792,2405,78,0,0,0,2
195,39,792,2460,78,0,0,55,0
196,40,812,2480,78,1,20,20,0
197,41,832,2511,82,1,20,31,4
198,41,832,2511,86,0,0,0,4
199,42,856,2590,90,1,24,79,4
200,43,880,2634,96,1,24,44,6
201,43,880,2634,98,0,0,0,2
202,43,880,2700,98,0,0,66,0
203,43,880,2700,98,0,0,0,0
204,43,880,2788,98,0,0,88,0
205,43,880,2843,98,0,0,55,0
206,43,880,2931,98,0,0,88,0
207,43,880,2975,98,0,0,44,0
208,43,880,3063,98,0,0,88,0
209,44,900,3116,100,1,20,53,2
210,45,920,3149,100,1,20,33,0
211,45,920,3149,100,0,0,0,0
212,45,920,3149,100,0,0,0,0
213,45,920,3149,100,0,0,0,0
214,45,920,3171,100,0,0,22,0
215,46,940,3185,100,1,20,15,0
216,47,964,3233,102,1,24,48,2
217,47,964,3281,102,0,0,48,0
218,47,964,3289,104,0,0,8,2
219,49,1004,3351,106,2,40,62,2
220,50,1024,3368,106,1,20,18,0
221,51,1044,3412,106,1,20,44,0
222,51,1044,3500,108,0,0,88,2
223,51,1044,3560,112,0,0,60,4
224,52,1064,3627,112,1,20,68,0
225,53,1084,3649,112,1,20,22,0
226,53,1084,3657,112,0,0,8,0
227,53,1084,3657,112,0,0,0,0
228,54,1104,3676,112,1,20,20,0
229,55,1124,3720,114,1,20,44,2
230,55,1124,3720,116,0,0,0,2
231,56,1144,3807,118,1,20,88,2
232,56,1144,3807,118,0,0,0,0
233,57,1164,3893,118,1,20,86,0
234,57,1164,3949,118,0,0,56,0
235,57,1164,3969,118,0,0,20,0
236,58,1176,4063,118,1,12,95,0
237,59,1176,4122,118,1,0,59,0
238,59,1176,4152,120,0,0,30,2
239,59,1176,4208,120,0,0,56,0
240,59,1176,4272,120,0,0,64,0
241,59,1176,4292,120,0,0,20,0
242,59,1176,4312,124,0,0,20,4
243,59,1176,4353,124,0,0,41,0
244,60,1176,4425,126,1,0,73,2
245,61,1176,4450,126,1,0,25,0
246,62,1176,4466,128,1,0,17,2
247,63,1176,4488,128,1,0,22,0
248,65,1176,4543,128,2,0,55,0
249,65,1176,4593,128,0,0,50,0
250,65,1176,4607,128,0,0,14,0
251,66,1176,4657,130,1,0,51,2
252,66,1176,4671,130,0,0,14,0
253,67,1176,4754,132,1,0,83,2
254,67,1176,4789,132,0,0,35,0
255,67,1176,4793,132,0,0,4,0
256,67,1176,4797,132,0,0,4,0
257,67,1176,4851,132,0,0,54,0
258,67,1176,4861,132,0,0,10,0
259,69,1216,4929,134,2,40,68,2
260,69,1216,4939,134,0,0,10,0
261,70,1240,4946,134,1,24,7,0
262,71,1264,4948,138,1,24,2,4
263,71,1264,4948,138,0,0,0,0
264,71,1264,4948,140,0,0,0,2
265,71,1264,4948,142,0,0,0,2
266,71,1264,4948,142,0,0,0,0
267,71,1264,4948,142,0,0,0,0
268,71,1264,4948,142,0,0,0,0
269,72,1284,5114,142,1,20,166,0
270,72,1284,5144,146,0,0,30,4
271,72,1284,5174,148,0,0,30,2
272,72,1284,5204,148,0,0,30,0
273,73,1308,5245,150,1,24,42,2
274,73,1308,5245,150,0,0,0,0
275,73,1308,5300,150,0,0,55,0

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum
0,13,268,746,40,13,268,746,40
1,12,240,647,24,25,508,1393,64
2,9,180,658,10,34,688,2051,74
3,25,488,2157,46,59,1176,4208,120
4,14,132,1093,30,73,1308,5300,150

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after
1,26,4,"攻击提升",1
2,54,5,"最大生命",1
3,107,2,"裂空",1
4,141,2,"裂空",2
5,182,2,"裂空",3
6,212,3,"余烬契约",1
7,254,3,"余烬契约",2
8,265,1003,"裂空齐射（示例）",1

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,26,26,5,100,370,11.5,231,854
1,"攻击提升",26,54,28,7,148,312,15.0,317,668
2,"最大生命",54,107,53,11,220,542,12.5,249,614
3,"裂空",107,141,34,6,120,433,10.6,212,764
4,"裂空",141,182,41,6,120,480,8.8,176,702
5,"裂空",182,212,30,10,212,1012,20.0,424,2024
6,"余烬契约",212,254,42,22,256,1605,31.4,366,2293
7,"余烬契约",254,265,11,4,88,194,21.8,480,1060
8,"裂空齐射（示例）",265,275,10,2,44,297,12.0,264,1784

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after
1,26,1001,"血肉增生",1
2,54,1002,"凶残獠牙",1
3,107,1001,"血肉增生",2
4,141,1002,"凶残獠牙",2
5,182,1001,"血肉增生",3
6,212,1002,"凶残獠牙",3
7,254,1001,"血肉增生",4
8,265,1001,"血肉增生",5

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,26,26,5,100,370,11.5,231,854
1,"血肉增生",26,54,28,7,148,312,15.0,317,668
2,"凶残獠牙",54,107,53,11,220,542,12.5,249,614
3,"血肉增生",107,141,34,6,120,433,10.6,212,764
4,"凶残獠牙",141,182,41,6,120,480,8.8,176,702
5,"血肉增生",182,212,30,10,212,1012,20.0,424,2024
6,"凶残獠牙",212,254,42,22,256,1605,31.4,366,2293
7,"血肉增生",254,265,11,4,88,194,21.8,480,1060
8,"血肉增生",265,275,10,2,44,297,12.0,264,1784
