# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
73,19,384,1135,34,1,20,19,0
74,19,384,1135,34,0,0,0,0
75,20,404,1153,34,1,20,19,0
76,20,404,1153,34,0,0,0,0
77,20,404,1153,34,0,0,0,0
78,20,404,1153,34,0,0,0,0
79,20,404,1153,34,0,0,0,0
80,20,404,1153,34,0,0,0,0
81,20,404,1175,34,0,0,22,0
82,20,404,1175,34,0,0,0,0
83,20,404,1186,34,0,0,11,0
84,20,404,1208,38,0,0,22,4
85,21,428,1210,40,1,24,2,2
86,21,428,1210,40,0,0,0,0
87,21,428,1210,40,0,0,0,0
88,22,452,1223,40,1,24,13,0
89,22,452,1223,42,0,0,0,2
90,22,452,1245,42,0,0,22,0
91,23,472,1297,42,1,20,52,0
92,23,472,1352,42,0,0,55,0
93,23,472,1374,44,0,0,22,2
94,23,472,1440,44,0,0,66,0
95,24,492,1493,48,1,20,53,4
96,25,512,1535,48,1,20,42,0
97,25,512,1546,48,0,0,11,0
98,25,512,1546,48,0,0,0,0
99,25,512,1546,48,0,0,0,0
100,26,532,1555,48,1,20,9,0
101,26,532,1579,48,0,0,24,0
102,27,552,1636,48,1,20,57,0
103,28,572,1692,52,1,20,56,4
104,28,572,1717,52,0,0,24,0
105,28,572,1741,52,0,0,24,0
106,28,572,1813,52,0,0,73,0
107,30,612,1842,54,2,40,29,2
108,30,612,1879,54,0,0,36,0
109,30,612,1903,54,0,0,24,0
110,30,612,1939,54,0,0,36,0
111,31,632,1978,54,1,20,39,0
112,31,632,2014,54,0,0,36,0
113,32,652,2053,54,1,20,39,0
114,32,652,2089,54,0,0,36,0
115,32,652,2101,54,0,0,12,0
116,33,672,2104,58,1,20,2,4
117,33,672,2140,58,0,0,36,0
118,33,672,2176,58,0,0,36,0
119,34,692,2240,60,1,20,63,2
120,34,692,2312,66,0,0,73,6
121,35,712,2363,66,1,20,51,0
122,35,712,2363,66,0,0,0,0
123,35,712,2363,66,0,0,0,0
124,35,712,2363,66,0,0,0,0
125,35,712,2363,66,0,0,0,0
126,35,712,2363,66,0,0,0,0
127,35,712,2363,66,0,0,0,0
128,35,712,2363,66,0,0,0,0
129,35,712,2363,66,0,0,0,0
130,35,712,2363,66,0,0,0,0
131,35,712,2363,66,0,0,0,0
132,35,712,2363,66,0,0,0,0
133,35,712,2363,66,0,0,0,0
134,36,732,2487,66,1,20,124,0
135,37,752,2575,68,1,20,88,2
136,37,752,2575,68,0,0,0,0
137,38,772,2614,68,1,20,39,0
138,38,772,2614,68,0,0,0,0
139,38,772,2650,68,0,0,36,0
140,38,772,2674,68,0,0,24,0
141,38,772,2699,68,0,0,24,0
142,38,772,2723,68,0,0,24,0
143,39,792,2738,68,1,20,15,0
144,40,812,2777,70,1,20,39,2
145,40,812,2789,70,0,0,12,0
146,40,812,2801,70,0,0,12,0
147,40,812,2825,70,0,0,24,0
148,41,836,2848,72,1,24,23,2
149,42,860,2859,74,1,24,11,2
150,42,860,2859,74,0,0,0,0
151,42,860,2883,74,0,0,24,0
152,44,900,3022,74,2,40,139,0
153,44,900,3022,74,0,0,0,0
154,44,900,3022,74,0,0,0,0
155,44,900,3022,74,0,0,0,0
156,44,900,3022,74,0,0,0,0
157,44,900,3022,74,0,0,0,0
158,44,900,3022,74,0,0,0,0
159,44,900,3022,74,0,0,0,0
160,44,900,3022,74,0,0,0,0
161,44,900,3082,74,0,0,61,0
162,44,900,3082,74,0,0,0,0
163,44,900,3131,74,0,0,48,0
164,44,900,3131,74,0,0,0,0
165,44,900,3167,76,0,0,36,2
166,45,920,3194,78,1,20,27,2
167,45,920,3194,80,0,0,0,2
168,45,920,3267,80,0,0,73,0
169,46,940,3319,80,1,20,52,0
170,47,960,3358,80,1,20,40,0
171,47,960,3395,80,0,0,36,0
172,47,960,3395,80,0,0,0,0
173,47,960,3395,80,0,0,0,0
174,47,960,3395,80,0,0,0,0
175,47,960,3434,80,0,0,40,0
176,47,960,3500,80,0,0,66,0
177,47,960,3659,80,0,0,158,0
178,47,960,3659,80,0,0,0,0
179,49,1000,3725,80,2,40,67,0
180,49,1000,3725,84,0,0,0,4
181,50,1020,3808,84,1,20,83,0
182,50,1020,3848,84,0,0,40,0
183,52,1060,3897,88,2,40,49,4
184,52,1060,3897,88,0,0,0,0
185,52,1060,3897,92,0,0,0,4
186,52,1060,3897,96,0,0,0,4
187,52,1060,3976,96,0,0,79,0
188,52,1060,3976,96,0,0,0,0
189,52,1060,4016,100,0,0,40,4
190,52,1060,4082,100,0,0,66,0
191,52,1060,4082,100,0,0,0,0
192,53,1080,4263,102,1,20,182,2
193,53,1080,4263,102,0,0,0,0
194,53,1080,4263,102,0,0,0,0
195,53,1080,4263,102,0,0,0,0
196,53,1080,4263,102,0,0,0,0
197,53,1080,4263,102,0,0,0,0
198,53,1080,4263,102,0,0,0,0
199,53,1080,4263,102,0,0,0,0
200,54,1100,4323,102,1,20,60,0
201,54,1100,4410,102,0,0,87,0
202,54,1100,4445,102,0,0,35,0
203,56,1140,4498,102,2,40,52,0
204,56,1140,4536,104,0,0,38,2
205,58,1180,4608,104,2,40,72,0
206,59,1200,4627,106,1,20,19,2
207,59,1200,4631,106,0,0,4,0
208,60,1220,4743,108,1,20,112,2
209,60,1220,4798,108,0,0,56,0
210,60,1220,4820,112,0,0,22,4
211,62,1260,4892,114,2,40,71,2
212,62,1260,4937,114,0,0,46,0
213,62,1260,5013,114,0,0,76,0
214,63,1280,5029,114,1,20,15,0
215,63,1280,5078,114,0,0,50,0
216,63,1280,5094,114,0,0,16,0
217,63,1280,5159,116,0,0,65,2
218,63,1280,5219,116,0,0,60,0
219,63,1280,5286,116,0,0,67,0
220,63,1280,5308,116,0,0,22,0
221,64,1300,5321,116,1,20,13,0
222,66,1348,5327,120,2,48,6,4
223,67,1356,5407,120,1,8,81,0
224,67,1356,5415,120,0,0,8,0
225,67,1356,5463,122,0,0,48,2
226,69,1356,5510,124,2,0,47,2
227,69,1356,5516,124,0,0,6,0
228,69,1356,5522,124,0,0,6,0
229,69,1356,5522,124,0,0,0,0
230,69,1356,5522,124,0,0,0,0
231,69,1356,5522,124,0,0,0,0
232,69,1356,5575,124,0,0,53,0
233,69,1356,5636,124,0,0,61,0
234,69,1356,5652,124,0,0,16,0
235,69,1356,5720,124,0,0,69,0
236,71,1396,5775,124,2,40,55,0
237,71,1396,5781,126,0,0,6,2
238,71,1396,5787,126,0,0,6,0
239,71,1396,5793,126,0,0,6,0
240,71,1396,5799,126,0,0,6,0
241,71,1396,5799,126,0,0,0,0
242,71,1396,5799,126,0,0,0,0
243,71,1396,5799,126,0,0,0,0
244,71,1396,5799,126,0,0,0,0
245,71,1396,5799,126,0,0,0,0
246,71,1396,5799,126,0,0,0,0
247,71,1396,5799,126,0,0,0,0
248,71,1396,5799,126,0,0,0,0
249,71,1396,5799,126,0,0,0,0
250,71,1396,5905,126,0,0,106,0
251,71,1396,5921,126,0,0,16,0
252,71,1396,5937,126,0,0,16,0
253,71,1396,5953,126,0,0,16,0
254,71,1396,5963,126,0,0,10,0
255,71,1396,5963,126,0,0,0,0
256,71,1396,5963,126,0,0,0,0
257,71,1396,5963,126,0,0,0,0
258,71,1396,5963,126,0,0,0,0
259,71,1396,5963,126,0,0,0,0
260,71,1396,5963,126,0,0,0,0
261,71,1396,5963,126,0,0,0,0
262,71,1396,5963,126,0,0,0,0
263,71,1396,5963,126,0,0,0,0
264,71,1396,5963,126,0,0,0,0
265,71,1396,5963,126,0,0,0,0
266,73,1436,6066,126,2,40,103,0
267,73,1436,6136,126,0,0,70,0
268,73,1436,6150,126,0,0,14,0
269,73,1436,6164,126,0,0,14,0
270,73,1436,6257,128,0,0,93,2
271,74,1456,6273,130,1,20,16,2
272,74,1456,6275,130,0,0,2,0
273,74,1456,6277,130,0,0,2,0
274,74,1456,6277,130,0,0,0,0
275,74,1456,6277,130,0,0,0,0
276,74,1456,6277,130,0,0,0,0
277,74,1456,6277,130,0,0,0,0
278,74,1456,6277,130,0,0,0,0
279,74,1456,6277,130,0,0,0,0
280,74,1456,6277,130,0,0,0,0
281,74,1456,6277,130,0,0,0,0
282,74,1456,6277,130,0,0,0,0
283,74,1456,6277,130,0,0,0,0
284,74,1456,6277,130,0,0,0,0
285,74,1456,6277,130,0,0,0,0
286,74,1456,6277,130,0,0,0,0
287,74,1456,6277,130,0,0,0,0
288,75,1476,6313,132,1,20,36,2
289,75,1476,6313,132,0,0,0,0
290,75,1476,6313,132,0,0,0,0
291,75,1476,6313,132,0,0,0,0
292,75,1476,6313,132,0,0,0,0
293,75,1476,6313,132,0,0,0,0
294,75,1476,6379,132,0,0,66,0
295,75,1476,6389,132,0,0,10,0
296,75,1476,6505,132,0,0,116,0

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum
0,16,320,865,32,16,320,865,32
1,18,372,1375,28,34,692,2240,60
2,15,308,1486,20,49,1000,3725,80
3,22,396,2068,46,71,1396,5793,126
4,4,80,711,6,75,1476,6505,132

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after
1,42,4,"攻击提升",1
2,61,1002,"迅猎者（示例）",1
3,99,1,"血刃",1
4,127,2,"裂空",1
5,131,2,"裂空",2
6,174,1,"血刃",2
7,199,3,"余烬契约",1
8,230,1003,"裂空齐射（示例）",1
9,239,2,"裂空",3

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,42,42,13,260,750,18.6,371,1071
1,"攻击提升",42,61,19,3,60,115,9.5,189,363
2,"迅猎者（示例）",61,99,38,9,192,681,14.2,303,1074
3,"血刃",99,127,28,10,200,818,21.4,429,1753
4,"裂空",127,131,4,0,0,0,0.0,0,0
5,"裂空",131,174,43,12,248,1031,16.7,346,1439
6,"血刃",174,199,25,6,120,869,14.4,288,2085
7,"余烬契约",199,230,31,16,276,1259,31.0,534,2436
8,"裂空齐射（示例）",230,239,9,2,40,265,13.3,267,1769
9,"裂空",239,296,57,4,80,602,4.2,84,633

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after
1,42,1001,"血肉增生",1
2,61,1001,"血肉增生",2
3,99,1001,"血肉增生",3
4,127,1001,"血肉增生",4
5,131,1001,"血肉增生",5
6,174,1003,"猎杀本能",1
7,199,1003,"猎杀本能",2
8,230,1002,"凶残獠牙",1
9,239,1002,"凶残獠牙",2

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,42,42,13,260,750,18.6,371,1071
1,"血肉增生",42,61,19,3,60,115,9.5,189,363
2,"血肉增生",61,99,38,9,192,681,14.2,303,1074
3,"血肉增生",99,127,28,10,200,818,21.4,429,1753
4,"血肉增生",127,131,4,0,0,0,0.0,0,0
5,"血肉增生",131,174,43,12,248,1031,16.7,346,1439
6,"猎杀本能",174,199,25,6,120,869,14.4,288,2085
7,"猎杀本能",199,230,31,16,276,1259,31.0,534,2436
8,"凶残獠牙",230,239,9,2,40,265,13.3,267,1769
9,"凶残獠牙",239,296,57,4,80,602,4.2,84,633
