# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
72,5,100,1455,2,0,0,25,0
73,5,100,1475,2,0,0,20,0
74,5,100,1505,2,0,0,30,0
75,5,100,1525,2,0,0,20,0
76,5,100,1555,2,0,0,30,0
77,5,100,1585,2,0,0,30,0
78,6,120,1610,4,1,20,25,2
79,6,120,1635,4,0,0,25,0
80,6,120,1665,4,0,0,30,0
81,6,120,1690,4,0,0,25,0
82,6,120,1710,4,0,0,20,0
83,6,120,1735,4,0,0,25,0
84,7,140,1755,4,1,20,20,0
85,7,140,1790,4,0,0,35,0
86,7,140,1810,4,0,0,20,0
87,7,140,1840,4,0,0,30,0
88,8,160,1865,4,1,20,25,0
89,8,160,1890,4,0,0,25,0
90,8,160,1915,4,0,0,25,0
91,9,180,1935,4,1,20,20,0
92,9,180,1965,4,0,0,30,0
93,9,180,1985,4,0,0,20,0
94,9,180,2015,4,0,0,30,0
95,9,180,2045,4,0,0,30,0
96,10,200,2080,4,1,20,35,0
97,10,200,2105,4,0,0,25,0
98,10,200,2120,4,0,0,15,0
99,10,200,2330,4,0,0,210,0
100,10,200,2417,4,0,0,87,0
101,10,200,2462,4,0,0,45,0
102,10,200,2507,4,0,0,45,0
103,12,240,2562,4,2,40,55,0
104,14,280,2681,4,2,40,119,0
105,15,300,2697,4,1,20,16,0
106,17,340,2767,6,2,40,70,2
107,17,340,2824,6,0,0,57,0
108,17,340,2884,8,0,0,60,2
109,17,340,2893,8,0,0,9,0
110,17,340,2938,8,0,0,45,0
111,17,340,2992,8,0,0,54,0
112,17,340,3196,8,0,0,204,0
113,17,340,3208,8,0,0,12,0
114,17,340,3337,8,0,0,129,0
115,18,360,3480,8,1,20,143,0
116,18,360,3498,8,0,0,18,0
117,18,360,3543,8,0,0,45,0
118,18,360,3561,8,0,0,18,0
119,18,360,3600,10,0,0,39,2
120,18,360,3642,10,0,0,42,0
121,18,360,3714,10,0,0,72,0
122,18,360,3768,10,0,0,54,0
123,19,380,3822,10,1,20,54,0
124,19,380,3843,14,0,0,21,4
125,20,400,3867,14,1,20,24,0
126,20,400,3939,14,0,0,72,0
127,20,400,4011,14,0,0,72,0
128,20,400,4056,14,0,0,45,0
129,20,400,4152,14,0,0,96,0
130,20,400,4290,14,0,0,138,0
131,20,400,4329,14,0,0,39,0
132,20,400,4353,14,0,0,24,0
133,20,400,4416,14,0,0,63,0
134,20,400,4464,14,0,0,48,0
135,20,400,4524,14,0,0,60,0
136,20,400,4524,14,0,0,0,0
137,20,400,4524,14,0,0,0,0
138,23,400,4650,14,3,0,126,0
139,23,400,4722,14,0,0,72,0
140,23,400,4802,14,0,0,80,0
141,23,400,4874,14,0,0,72,0
142,27,400,4940,14,4,0,66,0
143,27,400,5012,14,0,0,72,0
144,28,400,5081,16,1,0,69,2
145,29,400,5151,16,1,0,70,0
146,32,400,5220,16,3,0,69,0
147,32,400,5292,16,0,0,72,0
148,33,400,5364,16,1,0,72,0
149,34,400,5426,16,1,0,62,0
150,36,400,5500,16,2,0,74,0
151,38,400,5570,16,2,0,70,0
152,39,400,5632,16,1,0,62,0
153,39,400,5684,16,0,0,52,0
154,39,400,5756,16,0,0,72,0
155,41,400,5833,16,2,0,77,0
156,43,400,5903,22,2,0,70,6
157,43,400,5975,26,0,0,72,4
158,43,400,6039,26,0,0,64,0
159,44,400,6111,32,1,0,72,6
160,47,400,6178,34,3,0,67,2
161,48,400,6257,38,1,0,79,4
162,48,400,6329,38,0,0,72,0
163,48,400,6401,38,0,0,72,0
164,48,400,6473,38,0,0,72,0
165,49,400,6542,38,1,0,69,0
166,51,400,6613,38,2,0,71,0
167,54,400,6680,38,3,0,67,0
168,56,400,6751,38,2,0,71,0
169,59,400,6803,38,3,0,52,0
170,59,400,6867,38,0,0,64,0
171,62,400,6936,38,3,0,69,0
172,67,400,7003,38,5,0,67,0
173,68,400,7074,38,1,0,71,0
174,68,400,7138,38,0,0,64,0
175,68,400,7210,38,0,0,72,0
176,70,400,7287,42,2,0,77,4
177,70,400,7359,52,0,0,72,10
178,71,400,7429,72,1,0,70,20
179,74,400,7494,84,3,0,65,12
180,75,400,7566,84,1,0,72,0
181,75,400,7638,84,0,0,72,0
182,76,400,7692,84,1,0,54,0
183,78,400,7748,84,2,0,56,0
184,80,400,7816,84,2,0,68,0
185,82,400,7892,84,2,0,76,0
186,83,400,7962,84,1,0,70,0
187,85,400,8020,84,2,0,58,0
188,85,400,8064,84,0,0,44,0
189,85,400,8136,84,0,0,72,0
190,87,400,8211,84,2,0,75,0
191,87,400,8251,84,0,0,40,0

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum
0,5,100,1135,2,5,100,1135,2
1,13,260,2465,8,18,360,3600,10
2,56,40,3894,74,74,400,7494,84
3,13,0,757,0,87,400,8251,84

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,191,191,87,400,8211,27.3,126,2579

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,191,191,87,400,8211,27.3,126,2579

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name
1,1,110,"狙击枪"
2,41,120,"自动步枪"
3,98,130,"导弹"
4,138,140,"激光"

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
1,3,1.8
2,3,2.1
3,3,2.5
4,3,3.3
5,3,3.6
6,3,4.0
7,3,5.1
8,3,5.5
9,3,6.6
10,3,7.0
11,3,7.4
12,3,8.9
13,3,9.7
14,3,10.4
15,3,12.3
16,3,12.7
17,3,13.4
18,3,16.8
19,3,19.4
20,3,20.0
