# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name
1,1,140,"激光"
2,2,130,"导弹"
3,3,140,"激光"

# 各武器生效段效率 (segment: 0=开局武器, 1=第1次切换后, 2=第2次切换后 …; 末段到导出时刻; boss_dmg=对Boss输出(格挡条下降量))
segment,weapon_name,t_start,t_end,seconds,kills,damage,boss_dmg,kills_per_min,damage_per_min,boss_dmg_per_min
0,"扇形剑气",0,1,1,0,0,0,0.0,0,0
1,"激光",1,2,1,0,0,0,0.0,0,0
2,"导弹",2,3,1,0,0,0,0.0,0,0
3,"激光",3,198,195,934,48185,140,287.4,14826,43

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
1,4,0.1
2,4,0.4
3,4,0.8
4,4,1.3
5,4,2.6
6,5,3.9
7,5,5.2
8,5,6.5
9,5,8.3
10,5,9.6
11,5,11.3
12,5,12.6
13,5,13.9
14,5,15.3
15,5,15.7
16,5,16.6
17,5,17.4
18,5,17.9
19,5,18.3
20,5,18.8
21,5,19.2
22,5,20.0
23,197,0.1
