# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
71,39,400,1770,8,3,0,30,0
72,39,400,1770,8,0,0,0,0
73,40,400,1775,8,1,0,5,0
74,40,400,1835,8,0,0,60,0
75,40,400,1865,8,0,0,30,0
76,41,400,1945,8,1,0,80,0
77,41,400,1945,8,0,0,0,0
78,41,400,1945,8,0,0,0,0
79,43,400,1985,8,2,0,40,0
80,43,400,1985,8,0,0,0,0
81,45,400,1995,8,2,0,10,0
82,45,400,1995,8,0,0,0,0
83,45,400,1995,12,0,0,0,4
84,45,400,2025,12,0,0,30,0
85,45,400,2025,16,0,0,0,4
86,46,400,2045,18,1,0,20,2
87,46,400,2045,18,0,0,0,0
88,46,400,2045,18,0,0,0,0
89,46,400,2045,18,0,0,0,0
90,46,400,2045,18,0,0,0,0
91,46,400,2045,18,0,0,0,0
92,46,400,2045,18,0,0,0,0
93,46,400,2045,18,0,0,0,0
94,46,400,2105,18,0,0,60,0
95,46,400,2105,18,0,0,0,0
96,48,400,2145,18,2,0,40,0
97,48,400,2145,18,0,0,0,0
98,48,400,2145,18,0,0,0,0
99,48,400,2145,18,0,0,0,0
100,48,400,2145,18,0,0,0,0
101,48,400,2145,18,0,0,0,0
102,48,400,2145,18,0,0,0,0
103,48,400,2175,18,0,0,30,0
104,48,400,2175,18,0,0,0,0
105,49,400,2195,18,1,0,20,0
106,49,400,2195,22,0,0,0,4
107,49,400,2225,26,0,0,30,4
108,49,400,2225,26,0,0,0,0
109,50,400,2275,26,1,0,50,0
110,50,400,2275,26,0,0,0,0
111,50,400,2275,28,0,0,0,2
112,51,400,2280,30,1,0,5,2
113,51,400,2280,34,0,0,0,4
114,51,400,2310,36,0,0,30,2
115,51,400,2310,36,0,0,0,0
116,52,400,2360,36,1,0,50,0
117,53,400,2410,38,1,0,50,2
118,53,400,2410,38,0,0,0,0
119,54,400,2490,38,1,0,80,0
120,55,400,2540,38,1,0,50,0
121,55,400,2570,38,0,0,30,0
122,55,400,2570,38,0,0,0,0
123,56,400,2575,42,1,0,5,4
124,56,400,2575,44,0,0,0,2
125,56,400,2575,46,0,0,0,2
126,57,400,2610,48,1,0,35,2
127,57,400,2610,48,0,0,0,0
128,58,400,2615,48,1,0,5,0
129,58,400,2645,48,0,0,30,0
130,58,400,2675,48,0,0,30,0
131,59,400,2755,48,1,0,80,0
132,59,400,2785,50,0,0,30,2
133,59,400,2785,54,0,0,0,4
134,61,400,2840,58,2,0,55,4
135,61,400,2840,58,0,0,0,0
136,61,400,2840,62,0,0,0,4
137,61,400,2840,64,0,0,0,2
138,63,400,2880,64,2,0,40,0
139,65,400,2965,64,2,0,85,0
140,65,400,2965,64,0,0,0,0
141,67,400,3020,64,2,0,55,0
142,67,400,3020,64,0,0,0,0
143,67,400,3050,64,0,0,30,0
144,67,400,3050,64,0,0,0,0
145,67,400,3050,64,0,0,0,0
146,67,400,3050,64,0,0,0,0
147,71,400,3160,64,4,0,110,0
148,71,400,3160,64,0,0,0,0
149,71,400,3220,64,0,0,60,0
150,71,400,3250,64,0,0,30,0
151,71,400,3250,64,0,0,0,0
152,72,400,3300,64,1,0,50,0
153,73,400,3320,64,1,0,20,0
154,73,400,3350,64,0,0,30,0
155,73,400,3380,64,0,0,30,0
156,73,400,3380,64,0,0,0,0
157,73,400,3410,64,0,0,30,0
158,73,400,3410,64,0,0,0,0
159,74,400,3430,64,1,0,20,0
160,76,400,3500,64,2,0,70,0
161,76,400,3500,64,0,0,0,0
162,77,400,3535,64,1,0,35,0
163,77,400,3535,64,0,0,0,0
164,78,400,3615,64,1,0,80,0
165,80,400,3625,64,2,0,10,0
166,80,400,3715,64,0,0,90,0
167,80,400,3775,64,0,0,60,0
168,80,400,3775,64,0,0,0,0
169,82,400,3830,64,2,0,55,0
170,83,400,3865,64,1,0,35,0
171,83,400,3865,64,0,0,0,0
172,85,400,3935,64,2,0,70,0
173,86,400,3955,64,1,0,20,0
174,87,400,4020,64,1,0,65,0
175,89,400,4030,64,2,0,10,0
176,89,400,4030,64,0,0,0,0
177,91,400,4070,64,2,0,40,0
178,91,400,4100,66,0,0,30,2
179,91,400,4100,70,0,0,0,4
180,91,400,4100,74,0,0,0,4
181,93,400,4125,74,2,0,25,0
182,93,400,4125,74,0,0,0,0
183,94,400,4160,74,1,0,35,0
184,94,400,4160,74,0,0,0,0
185,94,400,4190,74,0,0,30,0
186,94,400,4190,74,0,0,0,0
187,94,400,4190,74,0,0,0,0
188,94,400,4190,74,0,0,0,0
189,94,400,4190,74,0,0,0,0
190,94,400,4190,74,0,0,0,0
191,94,400,4190,74,0,0,0,0
192,94,400,4190,74,0,0,0,0
193,94,400,4190,74,0,0,0,0
194,94,400,4190,74,0,0,0,0
195,94,400,4190,74,0,0,0,0
196,94,400,4190,74,0,0,0,0
197,94,400,4190,74,0,0,0,0
198,94,400,4190,74,0,0,0,0
199,94,400,4190,74,0,0,0,0
200,94,400,4190,74,0,0,0,0
201,94,400,4190,74,0,0,0,0
202,94,400,4190,74,0,0,0,0
203,94,400,4190,74,0,0,0,0
204,94,400,4190,74,0,0,0,0
205,94,400,4195,74,0,0,5,0
206,94,400,4210,74,0,0,15,0
207,95,400,4225,74,1,0,15,0
208,95,400,4225,74,0,0,0,0
209,95,400,4240,74,0,0,15,0
210,95,400,4260,74,0,0,20,0
211,96,400,4275,74,1,0,15,0
212,96,400,4285,74,0,0,10,0
213,96,400,4300,74,0,0,15,0
214,96,400,4305,74,0,0,5,0
215,97,400,4335,74,1,0,30,0
216,97,400,4345,74,0,0,10,0
217,97,400,4355,74,0,0,10,0
218,97,400,4380,74,0,0,25,0
219,97,400,4405,74,0,0,25,0
220,98,400,4430,74,1,0,25,0
221,98,400,4450,74,0,0,20,0
222,99,400,4475,74,1,0,25,0
223,100,400,4525,74,1,0,50,0
224,101,400,4565,74,1,0,40,0
225,101,400,4585,74,0,0,20,0
226,102,400,4600,74,1,0,15,0
227,103,400,4610,74,1,0,10,0
228,104,400,4645,74,1,0,35,0
229,104,400,4650,74,0,0,5,0
230,104,400,4670,74,0,0,20,0
231,104,400,4680,74,0,0,10,0
232,105,400,4700,74,1,0,20,0
233,105,400,4720,74,0,0,20,0
234,106,400,4730,74,1,0,10,0
235,106,400,4750,74,0,0,20,0
236,107,400,4775,74,1,0,25,0
237,107,400,4785,74,0,0,10,0
238,107,400,4795,74,0,0,10,0
239,107,400,4815,74,0,0,20,0
240,108,400,4870,74,1,0,55,0
241,108,400,4890,74,0,0,20,0
242,108,400,4940,74,0,0,50,0
243,109,400,4960,74,1,0,20,0
244,112,400,5015,76,3,0,55,2
245,112,400,5015,76,0,0,0,0
246,112,400,5015,78,0,0,0,2
247,112,400,5025,78,0,0,10,0
248,113,400,5045,78,1,0,20,0
249,113,400,5070,80,0,0,25,2
250,113,400,5095,80,0,0,25,0
251,114,400,5130,80,1,0,35,0
252,115,400,5160,80,1,0,30,0
253,116,400,5185,80,1,0,25,0
254,118,400,5225,80,2,0,40,0
255,118,400,5275,80,0,0,50,0
256,120,400,5345,82,2,0,70,2
257,121,400,5375,88,1,0,30,6
258,121,400,5395,94,0,0,20,6
259,121,400,5460,96,0,0,65,2
260,122,400,5500,96,1,0,40,0
261,124,400,5540,100,2,0,40,4
262,124,400,5550,104,0,0,10,4
263,125,400,5575,104,1,0,25,0
264,126,400,5650,104,1,0,75,0
265,129,400,5685,104,3,0,35,0
266,129,400,5685,104,0,0,0,0
267,129,400,5685,104,0,0,0,0
268,129,400,5685,104,0,0,0,0
269,129,400,5685,104,0,0,0,0
270,129,400,5685,104,0,0,0,0
271,129,400,5685,104,0,0,0,0
272,129,400,5685,104,0,0,0,0
273,129,400,5685,104,0,0,0,0
274,129,400,5705,104,0,0,20,0
275,129,400,5725,104,0,0,20,0
276,130,400,5740,104,1,0,15,0
277,130,400,5765,104,0,0,25,0
278,130,400,5775,104,0,0,10,0
279,131,400,5785,104,1,0,10,0
280,131,400,5785,108,0,0,0,4
281,131,400,5790,108,0,0,5,0
282,131,400,5815,108,0,0,25,0
283,132,400,5820,108,1,0,5,0
284,132,400,5830,110,0,0,10,2
285,132,400,5840,110,0,0,10,0
286,132,400,5865,110,0,0,25,0
287,133,400,5870,110,1,0,5,0
288,133,400,5870,112,0,0,0,2
289,133,400,5875,112,0,0,5,0
290,133,400,5885,112,0,0,10,0
291,133,400,5900,112,0,0,15,0
292,134,400,5905,114,1,0,5,2
293,134,400,5905,114,0,0,0,0
294,134,400,5910,114,0,0,5,0
295,134,400,5910,114,0,0,0,0
296,134,400,5930,114,0,0,20,0
297,135,400,5940,114,1,0,10,0
298,135,400,5940,116,0,0,0,2
299,135,400,5940,116,0,0,0,0
300,135,400,5940,116,0,0,0,0
301,135,400,5940,116,0,0,0,0
302,135,400,5940,116,0,0,0,0
303,135,400,5940,116,0,0,0,0
304,135,400,5940,116,0,0,0,0
305,135,400,5940,116,0,0,0,0
306,135,400,5940,116,0,0,0,0
307,135,400,5950,116,0,0,10,0
308,135,400,5970,116,0,0,20,0
309,135,400,5970,116,0,0,0,0
310,135,400,5985,116,0,0,15,0
311,136,400,5990,116,1,0,5,0
312,136,400,5990,116,0,0,0,0
313,136,400,5990,118,0,0,0,2
314,136,400,5990,118,0,0,0,0
315,136,400,5990,118,0,0,0,0
316,136,400,5990,118,0,0,0,0
317,136,400,5990,118,0,0,0,0
318,136,400,5990,122,0,0,0,4

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum
0,30,400,1440,8,30,400,1440,8
1,24,0,1050,30,54,400,2490,38
2,37,0,1610,32,91,400,4100,70
3,16,0,715,4,107,400,4815,74
4,28,0,1125,42,135,400,5940,116
5,1,0,50,6,136,400,5990,122

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,318,318,136,400,5990,25.7,75,1130

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,318,318,136,400,5990,25.7,75,1130

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name
1,1,110,"狙击枪"
2,195,120,"自动步枪"
3,236,1,"扇形剑气"
4,245,110,"狙击枪"
5,246,120,"自动步枪"

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
