# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
70,391,400,21550,416,9,0,420,0
71,404,400,21930,418,13,0,380,2
72,419,400,22635,432,15,0,705,14
73,429,400,23160,442,10,0,525,10
74,432,400,23360,526,3,0,200,84
75,438,400,23550,538,6,0,190,12
76,439,400,23650,544,1,0,100,6
77,445,400,23890,554,6,0,240,10
78,448,400,24040,554,3,0,150,0
79,455,400,24430,558,7,0,390,4
80,469,400,25330,560,14,0,900,2
81,471,400,25500,560,2,0,170,0
82,480,400,25960,568,9,0,460,8
83,492,400,26290,572,12,0,330,4
84,505,400,26850,596,13,0,560,24
85,518,400,27445,596,13,0,595,0
86,528,400,27885,596,10,0,440,0
87,535,400,28315,596,7,0,430,0
88,544,400,28615,618,9,0,300,22
89,552,400,29125,678,8,0,510,60
90,561,400,29485,682,9,0,360,4
91,565,400,29850,682,4,0,365,0
92,565,400,29950,682,0,0,100,0
93,575,400,30490,684,10,0,540,2
94,576,400,30900,684,1,0,410,0
95,584,400,31530,690,8,0,630,6
96,598,400,31950,692,14,0,420,2
97,604,400,32270,694,6,0,320,2
98,614,400,32640,694,10,0,370,0
99,623,400,32940,694,9,0,300,0
100,627,400,33130,694,4,0,190,0
101,631,400,33380,700,4,0,250,6
102,640,400,33850,728,9,0,470,28
103,644,400,34160,728,4,0,310,0
104,649,400,34685,740,5,0,525,12
105,673,400,35555,760,24,0,870,20
106,696,400,36380,784,23,0,825,24
107,724,400,36940,820,28,0,560,36
108,745,400,37470,924,21,0,530,104
109,750,400,37810,1032,5,0,340,108
110,754,400,38140,1134,4,0,330,102
111,760,400,38470,1136,6,0,330,2
112,770,400,38930,1154,10,0,460,18
113,787,400,39470,1188,17,0,540,34
114,793,400,39840,1292,6,0,370,104
115,802,400,40230,1340,9,0,390,48
116,803,400,40690,1340,1,0,460,0
117,810,400,40880,1340,7,0,190,0
118,823,400,41280,1340,13,0,400,0
119,829,400,41550,1342,6,0,270,2
120,834,400,41890,1350,5,0,340,8
121,844,400,42620,1404,10,0,730,54
122,857,400,43520,1444,13,0,900,40
123,869,400,44185,1480,12,0,665,36
124,877,400,44410,1484,8,0,225,4
125,884,400,44590,1484,7,0,180,0
126,893,400,44840,1484,9,0,250,0
127,895,400,44960,1484,2,0,120,0
128,895,400,45040,1484,0,0,80,0
129,897,400,45200,1484,2,0,160,0
130,906,400,45640,1484,9,0,440,0
131,907,400,45770,1484,1,0,130,0
132,915,400,45970,1484,8,0,200,0
133,916,400,46050,1484,1,0,80,0
134,918,400,46150,1484,2,0,100,0
135,921,400,46365,1484,3,0,215,0
136,921,400,46745,1484,0,0,380,0
137,924,400,46945,1484,3,0,200,0
138,924,400,46985,1484,0,0,40,0
139,924,400,47145,1484,0,0,160,0
140,937,400,47815,1488,13,0,670,4
141,939,400,48115,1488,2,0,300,0
142,939,400,48215,1488,0,0,100,0
143,942,400,48375,1488,3,0,160,0
144,945,400,48535,1490,3,0,160,2
145,955,400,49040,1490,10,0,505,0
146,956,400,49170,1490,1,0,130,0
147,957,400,49250,1490,1,0,80,0
148,963,400,49380,1490,6,0,130,0
149,966,400,49550,1490,3,0,170,0
150,967,400,49730,1490,1,0,180,0
151,973,400,49940,1490,6,0,210,0
152,983,400,50410,1490,10,0,470,0
153,991,400,50890,1490,8,0,480,0
154,995,400,51170,1492,4,0,280,2
155,1008,400,51525,1508,13,0,355,16
156,1014,400,51755,1516,6,0,230,8
157,1015,400,51805,1520,1,0,50,4
158,1027,400,52035,1522,12,0,230,2
159,1035,400,52215,1526,8,0,180,4
160,1040,400,52435,1526,5,0,220,0
161,1050,400,52905,1528,10,0,470,2
162,1066,400,53505,1564,16,0,600,36
163,1076,400,54075,1582,10,0,570,18
164,1081,400,54315,1582,5,0,240,0
165,1083,400,54465,1584,2,0,150,2
166,1084,400,54605,1584,1,0,140,0
167,1086,400,54755,1606,2,0,150,22
168,1088,400,54985,1628,2,0,230,22
169,1088,400,55085,1658,0,0,100,30
170,1089,400,55255,1732,1,0,170,74
171,1091,400,55425,1736,2,0,170,4
172,1093,400,55645,1748,2,0,220,12
173,1096,400,56245,1748,3,0,600,0
174,1100,400,56765,1748,4,0,520,0
175,1107,400,57110,1776,7,0,345,28
176,1110,400,57365,1792,3,0,255,16
177,1116,400,57525,1796,6,0,160,4
178,1121,400,57755,1800,5,0,230,4
179,1124,400,57995,1800,3,0,240,0
180,1124,400,58055,1800,0,0,60,0
181,1124,400,58145,1800,0,0,90,0
182,1125,400,58235,1800,1,0,90,0
183,1125,400,58305,1800,0,0,70,0
184,1131,400,58605,1800,6,0,300,0
185,1133,400,58845,1814,2,0,240,14
186,1143,400,59445,1858,10,0,600,44
187,1157,400,59975,1888,14,0,530,30
188,1174,400,60525,1900,17,0,550,12
189,1182,400,60755,1906,8,0,230,6
190,1212,400,61545,1914,30,0,790,8
191,1227,400,61880,1916,15,0,335,2
192,1235,400,62195,1916,8,0,315,0
193,1238,400,62375,1920,3,0,180,4
194,1250,400,62920,1968,12,0,545,48
195,1251,400,63110,2054,1,0,190,86
196,1251,400,63230,2060,0,0,120,6
197,1258,400,63390,2060,7,0,160,0
198,1263,400,63700,2070,5,0,310,10
199,1278,400,64320,2072,15,0,620,2
200,1297,400,65220,2072,19,0,900,0
201,1313,400,65685,2086,16,0,465,14
202,1322,400,66260,2160,9,0,575,74
203,1331,400,66655,2218,9,0,395,58
204,1337,400,67025,2218,6,0,370,0
205,1346,400,67365,2220,9,0,340,2
206,1349,400,67555,2220,3,0,190,0
207,1362,400,67995,2220,13,0,440,0
208,1372,400,68385,2250,10,0,390,30
209,1378,400,69145,2282,6,0,760,32
210,1390,400,69895,2314,12,0,750,32
211,1398,400,70260,2390,8,0,365,76
212,1404,400,70480,2416,6,0,220,26
213,1419,400,71085,2430,15,0,605,14
214,1437,400,71665,2440,18,0,580,10
215,1445,400,72095,2454,8,0,430,14
216,1463,400,73035,2502,18,0,940,48
217,1470,400,73915,2546,7,0,880,44
218,1480,400,74510,2562,10,0,595,16
219,1499,400,75330,2576,19,0,820,14
220,1512,400,75785,2588,13,0,455,12
221,1516,400,75975,2588,4,0,190,0
222,1521,400,76305,2598,5,0,330,10
223,1533,400,76715,2606,12,0,410,8
224,1550,400,77440,2672,17,0,725,66
225,1557,400,78050,2700,7,0,610,28
226,1571,400,78575,2702,14,0,525,2
227,1578,400,78955,2742,7,0,380,40
228,1584,400,79465,2780,6,0,510,38
229,1600,400,80335,2798,16,0,870,18
230,1605,400,80775,2806,5,0,440,8
231,1612,400,81045,2810,7,0,270,4
232,1617,400,81485,2812,5,0,440,2
233,1623,400,81840,2814,6,0,355,2
234,1631,400,82230,2816,8,0,390,2
235,1644,400,82830,2818,13,0,600,2
236,1660,400,83470,2820,16,0,640,2
237,1670,400,83945,2830,10,0,475,10
238,1678,400,84435,2840,8,0,490,10
239,1703,400,85395,2924,25,0,960,84
240,1720,400,86015,2962,17,0,620,38
241,1730,400,86520,2978,10,0,505,16
242,1744,400,87175,2988,14,0,655,10
243,1747,400,87535,2988,3,0,360,0
244,1754,400,87945,2988,7,0,410,0
245,1771,400,88360,2990,17,0,415,2
246,1783,400,89015,3018,12,0,655,28
247,1798,400,89600,3078,15,0,585,60
248,1809,400,90015,3126,11,0,415,48
249,1816,400,90565,3174,7,0,550,48
250,1821,400,90970,3174,5,0,405,0
251,1827,400,91350,3176,6,0,380,2

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum
0,309,400,17520,406,309,400,17520,406
1,520,0,24030,936,829,400,41550,1342
2,295,0,16445,458,1124,400,57995,1800
3,579,0,27400,1124,1703,400,85395,2924
4,124,0,5955,252,1827,400,91350,3176

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,251,251,1821,400,90970,435.3,96,21746

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,251,251,1821,400,90970,435.3,96,21746

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
1,4,1.4
2,4,1.8
3,4,2.1
4,4,2.5
5,4,3.3
6,4,4.0
7,4,5.2
8,4,5.6
9,4,6.0
10,4,6.3
11,4,6.7
12,4,7.1
13,4,7.5
14,4,7.9
15,4,8.2
16,4,8.6
17,4,9.0
18,4,9.4
19,4,10.5
20,4,11.7
21,5,12.8
22,5,13.2
23,5,13.6
24,5,14.7
25,5,15.5
26,5,15.9
27,5,16.2
28,5,16.6
29,5,17.0
30,5,17.4
31,5,18.5
32,5,19.3
33,5,19.7
34,5,20.0
