# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name
1,1,110,"狙击枪"

# 各武器生效段效率 (segment: 0=开局武器, 1=第1次切换后, 2=第2次切换后 …; 末段到导出时刻; boss_dmg=对Boss输出(格挡条下降量))
segment,weapon_name,t_start,t_end,seconds,kills,damage,boss_dmg,kills_per_min,damage_per_min,boss_dmg_per_min
0,"扇形剑气",0,1,1,0,0,0,0.0,0,0
1,"狙击枪",1,194,193,1005,53415,270,312.4,16606,84

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
1,4,1.2
2,4,1.4
3,4,1.6
4,4,1.8
5,4,2.0
6,4,2.4
7,4,2.6
8,4,3.6
9,4,5.4
10,4,5.6
11,4,6.0
12,4,6.2
13,4,8.1
14,4,12.1
15,4,16.5
16,4,17.6
17,4,20.0
