# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
72,24,480,1337,44,0,0,4,0
73,24,480,1339,44,0,0,2,0
74,24,480,1374,44,0,0,35,0
75,24,480,1428,48,0,0,54,4
76,24,480,1516,48,0,0,88,0
77,26,524,1558,48,2,44,43,0
78,26,524,1587,50,0,0,29,2
79,26,524,1607,50,0,0,20,0
80,28,564,1627,50,2,40,20,0
81,29,584,1667,50,1,20,40,0
82,29,584,1719,50,0,0,52,0
83,30,604,1740,50,1,20,22,0
84,31,610,1751,58,1,6,11,8
85,31,610,1751,60,0,0,0,2
86,31,610,1762,60,0,0,11,0
87,31,610,1775,60,0,0,13,0
88,31,610,1779,60,0,0,4,0
89,32,610,1786,62,1,0,7,2
90,32,610,1786,62,0,0,0,0
91,33,610,1827,64,1,0,41,2
92,33,610,1845,64,0,0,18,0
93,33,610,1845,64,0,0,0,0
94,33,610,1845,64,0,0,0,0
95,33,610,1856,64,0,0,11,0
96,33,610,1860,64,0,0,4,0
97,33,610,1886,64,0,0,26,0
98,33,610,1920,64,0,0,34,0
99,33,610,1936,64,0,0,16,0
100,33,610,1963,64,0,0,27,0
101,34,630,2013,64,1,20,51,0
102,35,654,2046,64,1,24,33,0
103,36,674,2109,66,1,20,63,2
104,37,694,2171,68,1,20,63,2
105,38,714,2191,68,1,20,20,0
106,38,714,2203,68,0,0,12,0
107,38,714,2215,68,0,0,12,0
108,39,734,2249,68,1,20,35,0
109,40,754,2274,70,1,20,25,2
110,40,754,2293,74,0,0,19,4
111,40,754,2327,74,0,0,34,0
112,40,754,2373,74,0,0,46,0
113,40,754,2402,74,0,0,29,0
114,41,774,2430,74,1,20,28,0
115,41,774,2442,74,0,0,12,0
116,41,774,2446,74,0,0,4,0
117,41,774,2450,74,0,0,4,0
118,41,774,2483,74,0,0,33,0
119,41,774,2506,74,0,0,23,0
120,43,814,2563,74,2,40,57,0
121,43,814,2594,74,0,0,31,0
122,43,814,2675,74,0,0,81,0
123,44,834,2726,74,1,20,51,0
124,47,834,2792,74,3,0,66,0
125,47,834,2792,74,0,0,0,0
126,47,834,2792,76,0,0,0,2
127,47,834,2814,78,0,0,22,2
128,47,834,2844,78,0,0,30,0
129,47,834,2860,78,0,0,16,0
130,47,834,2911,78,0,0,51,0
131,48,854,2922,78,1,20,11,0
132,48,854,2940,78,0,0,18,0
133,49,874,2954,78,1,20,14,0
134,49,874,2954,78,0,0,0,0
135,49,874,2954,78,0,0,0,0
136,49,874,2954,78,0,0,0,0
137,49,874,2954,78,0,0,0,0
138,49,874,2954,78,0,0,0,0
139,49,874,2954,78,0,0,0,0
140,49,874,2954,90,0,0,0,12
141,49,874,2954,102,0,0,0,12
142,49,874,2954,104,0,0,0,2
143,49,874,2954,104,0,0,0,0
144,49,874,2954,104,0,0,0,0
145,49,874,2954,104,0,0,0,0
146,49,874,2954,104,0,0,0,0
147,49,874,2954,104,0,0,0,0
148,49,874,2954,104,0,0,0,0
149,49,874,2954,104,0,0,0,0
150,49,874,2954,104,0,0,0,0
151,49,874,2954,108,0,0,0,4
152,49,874,2954,110,0,0,0,2
153,49,874,2954,110,0,0,0,0
154,49,874,2954,110,0,0,0,0
155,49,874,2954,112,0,0,0,2
156,49,874,2965,114,0,0,11,2
157,49,874,2973,120,0,0,8,6
158,49,874,2994,120,0,0,21,0
159,49,874,3026,120,0,0,32,0
160,50,894,3040,120,1,20,14,0
161,50,894,3059,120,0,0,19,0
162,50,894,3088,120,0,0,29,0
163,50,894,3128,120,0,0,40,0
164,50,894,3159,120,0,0,31,0
165,51,914,3177,120,1,20,18,0
166,52,934,3179,120,1,20,2,0
167,52,934,3179,122,0,0,0,2
168,52,934,3190,122,0,0,11,0
169,52,934,3220,122,0,0,30,0
170,52,934,3284,122,0,0,64,0
171,52,934,3336,124,0,0,52,2
172,53,954,3392,124,1,20,56,0
173,54,974,3435,126,1,20,43,2
174,55,994,3476,126,1,20,41,0
175,55,994,3518,126,0,0,42,0
176,56,1014,3540,126,1,20,22,0
177,56,1014,3572,126,0,0,32,0
178,57,1034,3584,126,1,20,12,0
179,57,1034,3600,126,0,0,16,0
180,57,1034,3622,126,0,0,22,0
181,58,1054,3651,126,1,20,29,0
182,58,1054,3672,126,0,0,21,0
183,58,1054,3734,126,0,0,62,0
184,58,1054,3781,126,0,0,47,0
185,58,1054,3847,126,0,0,66,0
186,59,1074,3902,128,1,20,55,2
187,59,1074,3955,128,0,0,53,0
188,59,1074,3998,130,0,0,43,2
189,59,1074,4022,130,0,0,24,0
190,59,1074,4038,130,0,0,16,0
191,59,1074,4046,130,0,0,8,0
192,59,1074,4046,130,0,0,0,0
193,59,1074,4046,130,0,0,0,0
194,59,1074,4046,130,0,0,0,0
195,59,1074,4046,130,0,0,0,0
196,59,1074,4046,130,0,0,0,0
197,59,1074,4046,130,0,0,0,0
198,59,1074,4046,130,0,0,0,0
199,59,1074,4046,130,0,0,0,0
200,59,1074,4046,130,0,0,0,0
201,59,1074,4046,130,0,0,0,0
202,59,1074,4090,130,0,0,44,0
203,59,1074,4194,130,0,0,104,0
204,62,1134,4281,130,3,60,87,0
205,64,1174,4351,130,2,40,71,0
206,65,1194,4383,130,1,20,32,0
207,65,1194,4415,130,0,0,32,0
208,67,1234,4424,130,2,40,9,0
209,67,1234,4424,130,0,0,0,0
210,67,1234,4435,130,0,0,11,0
211,67,1234,4443,130,0,0,8,0
212,67,1234,4451,130,0,0,8,0
213,67,1234,4459,130,0,0,8,0
214,67,1234,4459,130,0,0,0,0
215,67,1234,4459,130,0,0,0,0
216,67,1234,4492,130,0,0,33,0
217,67,1234,4527,138,0,0,35,8
218,67,1234,4570,146,0,0,43,8
219,68,1258,4608,148,1,24,39,2
220,69,1278,4645,148,1,20,37,0
221,69,1278,4666,148,0,0,21,0
222,69,1278,4676,148,0,0,10,0
223,69,1278,4686,148,0,0,10,0
224,70,1296,4686,148,1,18,1,0
225,70,1296,4686,148,0,0,0,0
226,70,1296,4686,148,0,0,0,0
227,70,1296,4686,148,0,0,0,0
228,70,1296,4686,148,0,0,0,0
229,70,1296,4686,148,0,0,0,0
230,70,1296,4686,148,0,0,0,0
231,70,1296,4686,148,0,0,0,0
232,70,1296,4686,148,0,0,0,0
233,70,1296,4686,148,0,0,0,0
234,70,1296,4686,148,0,0,0,0
235,70,1296,4697,148,0,0,11,0
236,70,1296,4718,148,0,0,21,0
237,70,1296,4739,148,0,0,21,0
238,70,1296,4749,148,0,0,10,0
239,70,1296,4759,148,0,0,10,0
240,71,1296,4785,148,1,0,26,0
241,71,1296,4809,148,0,0,24,0
242,71,1296,4809,148,0,0,0,0
243,71,1296,4831,148,0,0,22,0
244,71,1296,4841,148,0,0,10,0
245,71,1296,4851,148,0,0,10,0
246,71,1296,4861,148,0,0,10,0
247,71,1296,4905,148,0,0,44,0
248,72,1320,4941,148,1,24,36,0
249,73,1344,5045,148,1,24,104,0
250,74,1368,5113,150,1,24,68,2
251,75,1392,5132,150,1,24,20,0
252,75,1392,5140,150,0,0,8,0
253,75,1392,5140,150,0,0,0,0
254,75,1392,5140,150,0,0,0,0
255,75,1392,5140,150,0,0,0,0
256,75,1392,5140,150,0,0,0,0
257,75,1392,5140,150,0,0,0,0
258,75,1392,5140,150,0,0,0,0
259,75,1392,5140,150,0,0,0,0
260,75,1392,5140,150,0,0,0,0
261,75,1392,5140,150,0,0,0,0
262,75,1392,5140,150,0,0,0,0
263,75,1392,5140,150,0,0,0,0
264,75,1392,5140,150,0,0,0,0
265,75,1392,5140,150,0,0,0,0
266,75,1392,5140,150,0,0,0,0
267,75,1392,5140,150,0,0,0,0
268,75,1392,5140,152,0,0,0,2
269,75,1392,5140,152,0,0,0,0
270,75,1392,5140,152,0,0,0,0
271,75,1392,5140,152,0,0,0,0
272,75,1392,5140,152,0,0,0,0
273,75,1392,5140,152,0,0,0,0
274,75,1392,5140,152,0,0,0,0
275,75,1392,5140,152,0,0,0,0
276,75,1392,5140,152,0,0,0,0
277,75,1392,5140,152,0,0,0,0
278,75,1392,5140,152,0,0,0,0
279,75,1392,5140,152,0,0,0,0
280,75,1392,5140,152,0,0,0,0
281,75,1392,5140,152,0,0,0,0
282,75,1392,5140,152,0,0,0,0
283,75,1392,5140,152,0,0,0,0
284,75,1392,5140,152,0,0,0,0
285,75,1392,5162,152,0,0,22,0
286,75,1392,5172,152,0,0,10,0
287,75,1392,5182,152,0,0,10,0
288,75,1392,5192,152,0,0,10,0
289,75,1392,5192,152,0,0,0,0
290,75,1392,5203,152,0,0,11,0
291,75,1392,5235,152,0,0,32,0
292,75,1392,5253,152,0,0,18,0
293,77,1432,5359,152,2,40,106,0
294,77,1432,5369,154,0,0,10,2
295,77,1432,5379,158,0,0,10,4
296,77,1432,5389,158,0,0,10,0
297,78,1452,5403,160,1,20,14,2
298,78,1452,5403,160,0,0,0,0
299,78,1452,5403,160,0,0,0,0
300,78,1452,5403,160,0,0,0,0
301,78,1452,5414,164,0,0,11,4
302,78,1452,5446,164,0,0,32,0
303,78,1452,5456,164,0,0,10,0
304,79,1476,5464,164,1,24,8,0
305,79,1476,5464,166,0,0,0,2
306,79,1476,5464,166,0,0,0,0
307,79,1476,5464,166,0,0,0,0
308,79,1476,5497,166,0,0,33,0
309,79,1476,5527,166,0,0,30,0
310,79,1476,5590,166,0,0,63,0
311,80,1500,5650,166,1,24,60,0
312,80,1500,5660,168,0,0,10,2
313,81,1524,5668,170,1,24,8,2
314,81,1524,5668,170,0,0,0,0
315,81,1524,5668,170,0,0,0,0
316,81,1524,5668,170,0,0,0,0
317,81,1524,5690,170,0,0,22,0
318,81,1524,5700,170,0,0,10,0
319,82,1548,5730,172,1,24,29,2
320,82,1548,5730,172,0,0,0,0
321,82,1548,5752,172,0,0,22,0
322,82,1548,5762,172,0,0,10,0
323,82,1548,5772,172,0,0,10,0
324,82,1548,5782,172,0,0,10,0
325,82,1548,5792,172,0,0,10,0
326,82,1548,5803,172,0,0,11,0
327,82,1548,5835,172,0,0,32,0
328,83,1568,5870,172,1,20,36,0
329,83,1568,5880,172,0,0,10,0
330,83,1568,5890,172,0,0,10,0
331,83,1568,5890,172,0,0,0,0
332,83,1568,5890,172,0,0,0,0
333,83,1568,5890,172,0,0,0,0
334,83,1568,5890,172,0,0,0,0
335,83,1568,5890,172,0,0,0,0
336,83,1568,5912,172,0,0,22,0
337,83,1568,5933,172,0,0,21,0
338,83,1568,5954,172,0,0,21,0
339,83,1568,5964,172,0,0,10,0
340,83,1568,5974,172,0,0,10,0
341,84,1588,5978,172,1,20,4,0
342,84,1588,5978,172,0,0,0,0
343,84,1588,5978,172,0,0,0,0
344,84,1588,5978,172,0,0,0,0
345,84,1588,5978,172,0,0,0,0
346,84,1588,5978,172,0,0,0,0
347,84,1588,5978,172,0,0,0,0
348,84,1588,5978,172,0,0,0,0
349,84,1588,5978,172,0,0,0,0
350,84,1588,5978,172,0,0,0,0
351,84,1588,5978,172,0,0,0,0
352,84,1588,5989,172,0,0,11,0
353,84,1588,5999,172,0,0,10,0
354,84,1588,6009,172,0,0,10,0
355,84,1588,6032,172,0,0,24,0
356,85,1608,6065,172,1,20,33,0
357,85,1608,6126,172,0,0,61,0
358,86,1628,6149,172,1,20,24,0
359,86,1628,6169,172,0,0,20,0
360,86,1628,6189,172,0,0,20,0
361,86,1628,6199,172,0,0,10,0
362,86,1628,6199,172,0,0,0,0
363,86,1628,6199,172,0,0,0,0
364,86,1628,6199,176,0,0,0,4
365,86,1628,6199,180,0,0,0,4
366,86,1628,6199,180,0,0,0,0
367,86,1628,6199,182,0,0,0,2
368,86,1628,6199,182,0,0,0,0
369,86,1628,6199,182,0,0,0,0
370,86,1628,6210,182,0,0,11,0
371,86,1628,6234,182,0,0,24,0
372,87,1652,6260,184,1,24,27,2
373,87,1652,6260,184,0,0,0,0
374,87,1652,6260,184,0,0,0,0
375,87,1652,6260,184,0,0,0,0
376,87,1652,6260,184,0,0,0,0
377,87,1652,6260,184,0,0,0,0
378,87,1652,6260,184,0,0,0,0
379,87,1652,6260,184,0,0,0,0
380,87,1652,6260,188,0,0,0,4
381,87,1652,6260,188,0,0,0,0
382,87,1652,6310,188,0,0,50,0
383,87,1652,6358,188,0,0,49,0
384,88,1672,6410,190,1,20,52,2
385,88,1672,6445,190,0,0,35,0
386,88,1672,6487,190,0,0,42,0
387,89,1692,6540,190,1,20,53,0
388,90,1712,6578,190,1,20,38,0
389,90,1712,6605,190,0,0,28,0
390,91,1732,6610,194,1,20,5,4
391,91,1732,6610,194,0,0,0,0
392,91,1732,6635,196,0,0,25,2
393,91,1732,6670,196,0,0,35,0
394,91,1732,6690,196,0,0,20,0
395,91,1732,6710,196,0,0,20,0
396,91,1732,6720,196,0,0,10,0
397,91,1732,6730,196,0,0,10,0
398,91,1732,6730,196,0,0,0,0
399,91,1732,6730,196,0,0,0,0
400,91,1732,6730,196,0,0,0,0
401,91,1732,6730,196,0,0,0,0
402,91,1732,6730,196,0,0,0,0
403,91,1732,6730,196,0,0,0,0
404,91,1732,6730,196,0,0,0,0
405,91,1732,6730,196,0,0,0,0
406,91,1732,6741,196,0,0,11,0
407,91,1732,6762,196,0,0,21,0
408,91,1732,6782,196,0,0,20,0
409,91,1732,6813,196,0,0,31,0
410,91,1732,6833,196,0,0,20,0
411,91,1732,6843,196,0,0,10,0
412,91,1732,6853,196,0,0,10,0
413,91,1732,6853,196,0,0,0,0
414,91,1732,6853,196,0,0,0,0
415,91,1732,6853,196,0,0,0,0
416,91,1732,6853,196,0,0,0,0
417,91,1732,6853,196,0,0,0,0
418,91,1732,6853,196,0,0,0,0
419,91,1732,6853,196,0,0,0,0
420,91,1732,6853,196,0,0,0,0
421,91,1732,6853,196,0,0,0,0
422,91,1732,6853,196,0,0,0,0
423,91,1732,6853,196,0,0,0,0
424,91,1732,6853,196,0,0,0,0
425,91,1732,6853,196,0,0,0,0
426,91,1732,6853,196,0,0,0,0
427,91,1732,6853,196,0,0,0,0
428,91,1732,6853,196,0,0,0,0
429,91,1732,6853,196,0,0,0,0
430,91,1732,6853,196,0,0,0,0
431,91,1732,6853,196,0,0,0,0
432,91,1732,6853,196,0,0,0,0
433,91,1732,6853,196,0,0,0,0
434,91,1732,6853,196,0,0,0,0
435,91,1732,6905,196,0,0,52,0
436,91,1732,6915,196,0,0,10,0
437,91,1732,6925,196,0,0,10,0
438,91,1732,6935,196,0,0,10,0
439,92,1752,6940,196,1,20,5,0
440,92,1752,6951,196,0,0,11,0
441,92,1752,6961,198,0,0,10,2
442,92,1752,6971,198,0,0,10,0
443,92,1752,6981,198,0,0,10,0
444,92,1752,6981,198,0,0,0,0
445,92,1752,6981,198,0,0,0,0
446,92,1752,6981,198,0,0,0,0
447,92,1752,6981,198,0,0,0,0
448,92,1752,6981,198,0,0,0,0
449,92,1752,6981,198,0,0,0,0
450,92,1752,6981,198,0,0,0,0
451,92,1752,6981,198,0,0,0,0
452,92,1752,7006,198,0,0,25,0
453,92,1752,7066,198,0,0,60,0
454,93,1772,7162,198,1,20,97,0
455,93,1772,7182,198,0,0,20,0
456,95,1812,7203,200,2,40,21,2
457,95,1812,7203,200,0,0,0,0
458,95,1812,7214,200,0,0,11,0
459,95,1812,7224,200,0,0,10,0
460,95,1812,7234,200,0,0,10,0
461,95,1812,7244,200,0,0,10,0
462,95,1812,7244,200,0,0,0,0
463,95,1812,7244,200,0,0,0,0
464,95,1812,7244,202,0,0,0,2
465,95,1812,7244,202,0,0,0,0
466,95,1812,7244,202,0,0,0,0
467,95,1812,7293,202,0,0,50,0
468,95,1812,7338,202,0,0,45,0
469,95,1812,7368,202,0,0,30,0
470,95,1812,7398,202,0,0,30,0
471,95,1812,7418,202,0,0,20,0
472,95,1812,7418,202,0,0,0,0
473,95,1812,7418,202,0,0,0,0
474,95,1812,7418,202,0,0,0,0
475,95,1812,7418,202,0,0,0,0
476,95,1812,7418,202,0,0,0,0
477,95,1812,7418,202,0,0,0,0
478,95,1812,7418,202,0,0,0,0
479,95,1812,7418,202,0,0,0,0
480,95,1812,7418,202,0,0,0,0
481,95,1812,7418,202,0,0,0,0
482,96,1832,7477,202,1,20,59,0
483,98,1872,7531,202,2,40,55,0
484,98,1872,7541,202,0,0,10,0
485,98,1872,7579,202,0,0,38,0
486,98,1872,7589,202,0,0,10,0
487,99,1892,7594,202,1,20,5,0
488,99,1892,7594,202,0,0,0,0
489,99,1892,7594,210,0,0,0,8
490,99,1892,7594,210,0,0,0,0
491,99,1892,7594,210,0,0,0,0
492,99,1892,7619,210,0,0,25,0
493,100,1912,7703,210,1,20,85,0
494,100,1912,7713,210,0,0,10,0
495,100,1912,7734,210,0,0,21,0
496,100,1912,7782,210,0,0,48,0
497,101,1932,7821,214,1,20,39,4
498,101,1932,7821,214,0,0,0,0
499,101,1932,7821,214,0,0,0,0
500,101,1932,7821,214,0,0,0,0
501,101,1932,7821,214,0,0,0,0
502,101,1932,7821,214,0,0,0,0
503,101,1932,7821,214,0,0,0,0
504,101,1932,7821,214,0,0,0,0
505,101,1932,7821,214,0,0,0,0
506,101,1932,7821,214,0,0,0,0
507,101,1932,7821,214,0,0,0,0
508,101,1932,7821,214,0,0,0,0
509,101,1932,7821,214,0,0,0,0
510,101,1932,7821,214,0,0,0,0
511,101,1932,7821,214,0,0,0,0
512,101,1932,7821,214,0,0,0,0
513,101,1932,7821,214,0,0,0,0
514,101,1932,7821,214,0,0,0,0
515,101,1932,7821,214,0,0,0,0
516,101,1932,7821,214,0,0,0,0
517,101,1932,7821,214,0,0,0,0
518,101,1932,7821,214,0,0,0,0
519,101,1932,7821,214,0,0,0,0
520,101,1932,7821,214,0,0,0,0
521,101,1932,7821,214,0,0,0,0
522,101,1932,7821,214,0,0,0,0
523,101,1932,7821,214,0,0,0,0
524,101,1932,7821,214,0,0,0,0
525,101,1932,7821,214,0,0,0,0
526,101,1932,7870,214,0,0,50,0
527,101,1932,7901,214,0,0,31,0
528,101,1932,8014,214,0,0,113,0
529,103,1972,8068,216,2,40,54,2
530,104,1992,8083,216,1,20,15,0
531,104,1992,8083,216,0,0,0,0
532,104,1992,8083,216,0,0,0,0
533,104,1992,8083,216,0,0,0,0
534,104,1992,8083,216,0,0,0,0
535,104,1992,8083,216,0,0,0,0
536,104,1992,8083,216,0,0,0,0
537,104,1992,8083,216,0,0,0,0
538,104,1992,8083,216,0,0,0,0
539,104,1992,8108,216,0,0,25,0
540,104,1992,8181,216,0,0,73,0
541,104,1992,8239,216,0,0,58,0
542,104,1992,8269,216,0,0,30,0
543,104,1992,8299,216,0,0,30,0
544,106,2032,8313,216,2,40,14,0
545,107,2052,8346,216,1,20,33,0
546,107,2052,8346,216,0,0,0,0
547,107,2052,8406,216,0,0,61,0
548,107,2052,8426,216,0,0,20,0
549,108,2072,8478,216,1,20,52,0
550,108,2072,8516,216,0,0,38,0
551,109,2092,8521,218,1,20,5,2
552,109,2092,8521,218,0,0,0,0
553,109,2092,8521,218,0,0,0,0
554,109,2092,8546,218,0,0,25,0
555,109,2092,8583,218,0,0,38,0
556,110,2112,8608,220,1,20,25,2
557,110,2112,8608,222,0,0,0,2
558,110,2112,8608,222,0,0,0,0
559,110,2112,8608,222,0,0,0,0
560,110,2112,8608,222,0,0,0,0
561,110,2112,8608,222,0,0,0,0
562,110,2112,8608,222,0,0,0,0
563,110,2112,8608,222,0,0,0,0
564,110,2112,8608,222,0,0,0,0
565,110,2112,8608,222,0,0,0,0
566,110,2112,8608,222,0,0,0,0
567,110,2112,8608,222,0,0,0,0
568,110,2112,8608,222,0,0,0,0
569,110,2112,8608,222,0,0,0,0
570,110,2112,8608,226,0,0,0,4
571,110,2112,8608,226,0,0,0,0
572,110,2112,8608,226,0,0,0,0
573,110,2112,8608,226,0,0,0,0
574,110,2112,8608,226,0,0,0,0
575,110,2112,8658,226,0,0,50,0
576,110,2112,8668,226,0,0,10,0
577,111,2136,8670,226,1,24,2,0
578,111,2136,8670,226,0,0,0,0
579,111,2136,8670,226,0,0,0,0
580,111,2136,8670,226,0,0,0,0
581,111,2136,8670,226,0,0,0,0
582,111,2136,8670,226,0,0,0,0
583,111,2136,8670,226,0,0,0,0
584,111,2136,8670,226,0,0,0,0
585,111,2136,8670,226,0,0,0,0
586,111,2136,8670,226,0,0,0,0
587,111,2136,8670,226,0,0,0,0
588,111,2136,8670,226,0,0,0,0
589,111,2136,8670,226,0,0,0,0
590,111,2136,8670,226,0,0,0,0
591,111,2136,8670,226,0,0,0,0
592,111,2136,8670,226,0,0,0,0
593,111,2136,8670,226,0,0,0,0
594,111,2136,8670,226,0,0,0,0
595,111,2136,8670,226,0,0,0,0
596,111,2136,8670,226,0,0,0,0
597,111,2136,8670,226,0,0,0,0
598,111,2136,8670,226,0,0,0,0
599,111,2136,8670,226,0,0,0,0
600,111,2136,8670,226,0,0,0,0
601,111,2136,8670,226,0,0,0,0
602,111,2136,8670,226,0,0,0,0
603,111,2136,8670,226,0,0,0,0
604,111,2136,8670,226,0,0,0,0
605,111,2136,8670,226,0,0,0,0
606,111,2136,8681,226,0,0,11,0
607,111,2136,8691,226,0,0,10,0
608,111,2136,8714,226,0,0,24,0
609,111,2136,8724,226,0,0,10,0
610,111,2136,8734,226,0,0,10,0
611,111,2136,8744,226,0,0,10,0
612,111,2136,8744,226,0,0,0,0
613,111,2136,8744,226,0,0,0,0
614,111,2136,8744,226,0,0,0,0
615,111,2136,8744,226,0,0,0,0
616,111,2136,8744,226,0,0,0,0
617,111,2136,8744,226,0,0,0,0
618,111,2136,8744,226,0,0,0,0
619,111,2136,8744,226,0,0,0,0
620,111,2136,8744,226,0,0,0,0
621,111,2136,8744,226,0,0,0,0
622,111,2136,8744,226,0,0,0,0
623,111,2136,8744,226,0,0,0,0
624,111,2136,8744,226,0,0,0,0
625,111,2136,8744,226,0,0,0,0
626,111,2136,8744,226,0,0,0,0
627,111,2136,8744,226,0,0,0,0
628,111,2136,8744,226,0,0,0,0
629,111,2136,8744,226,0,0,0,0
630,111,2136,8744,226,0,0,0,0
631,111,2136,8744,226,0,0,0,0
632,111,2136,8744,226,0,0,0,0
633,111,2136,8744,226,0,0,0,0
634,111,2136,8744,226,0,0,0,0
635,111,2136,8744,226,0,0,0,0
636,111,2136,8744,226,0,0,0,0
637,111,2136,8744,226,0,0,0,0
638,111,2136,8744,226,0,0,0,0
639,111,2136,8744,226,0,0,0,0
640,111,2136,8744,230,0,0,0,4
641,111,2136,8744,230,0,0,0,0
642,111,2136,8744,230,0,0,0,0
643,111,2136,8744,232,0,0,0,2
644,111,2136,8744,232,0,0,0,0
645,111,2136,8744,232,0,0,0,0
646,111,2136,8744,232,0,0,0,0
647,111,2136,8744,232,0,0,0,0
648,111,2136,8794,232,0,0,50,0
649,111,2136,8831,232,0,0,38,0
650,112,2156,8832,232,1,20,1,0
651,112,2156,8832,232,0,0,0,0
652,112,2156,8832,232,0,0,0,0
653,112,2156,8832,232,0,0,0,0
654,112,2156,8832,232,0,0,0,0
655,112,2156,8832,232,0,0,0,0
656,112,2156,8832,232,0,0,0,0
657,112,2156,8832,232,0,0,0,0
658,112,2156,8832,232,0,0,0,0
659,112,2156,8832,232,0,0,0,0
660,112,2156,8832,232,0,0,0,0
661,112,2156,8832,232,0,0,0,0
662,112,2156,8832,232,0,0,0,0
663,112,2156,8832,232,0,0,0,0
664,112,2156,8868,232,0,0,36,0
665,112,2156,8926,232,0,0,59,0
666,112,2156,8970,232,0,0,44,0
667,112,2156,9000,232,0,0,30,0
668,112,2156,9030,232,0,0,30,0
669,112,2156,9040,232,0,0,10,0
670,112,2156,9040,232,0,0,0,0
671,114,2196,9107,234,2,40,68,2
672,115,2216,9143,234,1,20,36,0
673,115,2216,9216,234,0,0,73,0
674,115,2216,9236,234,0,0,20,0
675,117,2256,9269,236,2,40,33,2
676,117,2256,9269,236,0,0,0,0
677,117,2256,9269,236,0,0,0,0
678,117,2256,9269,240,0,0,0,4
679,117,2256,9269,240,0,0,0,0
680,117,2256,9269,240,0,0,0,0
681,117,2256,9269,242,0,0,0,2
682,117,2256,9269,242,0,0,0,0
683,117,2256,9269,242,0,0,0,0
684,117,2256,9269,242,0,0,0,0
685,117,2256,9269,242,0,0,0,0
686,117,2256,9269,242,0,0,0,0
687,117,2256,9269,242,0,0,0,0
688,117,2256,9269,242,0,0,0,0
689,117,2256,9269,242,0,0,0,0
690,117,2256,9269,242,0,0,0,0
691,117,2256,9269,242,0,0,0,0
692,117,2256,9269,242,0,0,0,0
693,117,2256,9269,242,0,0,0,0
694,117,2256,9269,242,0,0,0,0
695,117,2256,9269,242,0,0,0,0
696,117,2256,9269,242,0,0,0,0
697,117,2256,9269,242,0,0,0,0
698,117,2256,9280,242,0,0,11,0
699,117,2256,9301,242,0,0,21,0
700,118,2280,9362,244,1,24,60,2
